	Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly
M5A 24xlarge,m5a.24xlarge,384.0,96,4.128,4.128,14.74,0,None,0,AMD EPYC 7571,2.5,EBS only,20 Gigabit,13570,1696.25,TRUE,TRUE,2.601,0
C5A Extra Large,c5a.xlarge,8.0,4,0.154,0.154,0.61,0,None,0,AMD EPYC 7R32,2.8,EBS only,10 Gigabit,3170,396,TRUE,TRUE,0.097,0
C5A Double Extra Large,c5a.2xlarge,16.0,8,0.308,0.308,1.21,0,None,0,AMD EPYC 7R32,2.8,EBS only,10 Gigabit,3170,396,TRUE,TRUE,0.194,0
C5A Quadruple Extra Large,c5a.4xlarge,32.0,16,0.616,0.616,2.43,0,None,0,AMD EPYC 7R32,2.8,EBS only,10 Gigabit,3170,396,TRUE,TRUE,0.388,0
C5A Eight Extra Large,c5a.8xlarge,64.0,32,1.232,1.232,4.86,0,None,0,AMD EPYC 7R32,2.8,EBS only,10 Gigabit,3170,396,TRUE,TRUE,0.776,0
C5A 12xlarge,c5a.12xlarge,96.0,48,1.848,1.848,7.28,0,None,0,AMD EPYC 7R32,2.8,EBS only,12 Gigabit,4750,594,TRUE,TRUE,1.164,0
C5A 16xlarge,c5a.16xlarge,128.0,64,2.464,2.464,9.72,0,None,0,AMD EPYC 7R32,2.8,EBS only,20 Gigabit,6360,788,TRUE,TRUE,1.552,0
C5A 24xlarge,c5a.24xlarge,192.0,96,3.696,3.696,14.56,0,None,0,AMD EPYC 7R32,2.8,EBS only,20 Gigabit,9500,1188,TRUE,TRUE,2.328,0
C5AD Extra Large,c5ad.xlarge,8.0,4,0.172,0.172,0.69,0,None,0,AMD EPYC 7R32,2.8,150 GiB NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.108,0
C5AD Double Extra Large,c5ad.2xlarge,16.0,8,0.344,0.344,1.37,0,None,0,AMD EPYC 7R32,2.8,300 GiB NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.217,0
C5AD Quadruple Extra Large,c5ad.4xlarge,32.0,16,0.688,0.688,2.74,0,None,0,AMD EPYC 7R32,2.8,600 GiB NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.433,0
C5AD Eight Extra Large,c5ad.8xlarge,64.0,32,1.376,1.376,5.48,0,None,0,AMD EPYC 7R32,2.8,1200 GiB  NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.876,0
C5AD 12xlarge,c5ad.12xlarge,96.0,48,2.064,2.064,8.22,0,None,0,AMD EPYC 7R32,2.8,1800 GiB NVMe SSD,12 Gigabit,4750,594,TRUE,TRUE,1.3,0
C5AD 16xlarge,c5ad.16xlarge,128.0,64,2.752,2.752,10.96,0,None,0,AMD EPYC 7R32,2.8,2400 GiB NVMe SSD,20 Gigabit,6300,788,TRUE,TRUE,1.734,0
C5AD 24xlarge,c5ad.24xlarge,192.0,96,4.128,4.128,16.44,0,None,0,AMD EPYC 7R32,2.8,3800 GiB NVMe SSD,20 Gigabit,9500,1188,TRUE,TRUE,2.601,0
C5N Extra Large,c5n.xlarge,10.5,4,0.216,0.216,0.78,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.136,0
C5N Double Extra Large,c5n.2xlarge,21.0,8,0.432,0.432,1.55,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.272,0
C5N Quadruple Extra Large,c5n.4xlarge,42.0,16,0.864,0.864,3.11,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.544,0
C5N 9xlarge,c5n.9xlarge,96.0,36,1.944,1.944,6.99,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,50 Gigabit,9500,1187.5,TRUE,TRUE,1.225,0
C5N 18xlarge,c5n.18xlarge,192.0,72,3.888,3.888,13.97,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,100 Gigabit,19000,2375,TRUE,TRUE,2.449,0
D3 Extra Large,d3.xlarge,32.0,4,0.4999,0.4999,1.60,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,5940 GiB HDD,15 Gigabit,2800,350,TRUE,TRUE,0.315,0
D3 Double Extra Large,d3.2xlarge,64.0,8,0.999,0.999,3.20,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,11880 GiB HDD,15 Gigabit,2800,350,TRUE,TRUE,0.629,0
D3 Quadruple Extra Large,d3.4xlarge,128.0,16,1.998,1.998,6.40,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,23760 GiB HDD,15 Gigabit,2800,350,TRUE,TRUE,1.259,0
D3EN Extra Large,d3en.xlarge,16.0,4,0.526,0.526,1.68,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,27960 GiB HDD,25 Gigabit,2800,350,TRUE,TRUE,0.331,0
D3EN Double Extra Large,d3en.2xlarge,32.0,8,1.051,1.051,3.36,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,55920 GiB HDD,25 Gigabit,2800,350,TRUE,TRUE,0.662,0
D3EN Quadruple Extra Large,d3en.4xlarge,64.0,16,2.103,2.103,6.72,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,111840 GiB HDD,25 Gigabit,2800,350,TRUE,TRUE,1.325,0
D3EN Quadruple Extra Large,d3en.6xlarge,96.0,24,3.154,3.154,10.08,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,167760 GiB HDD,40 Gigabit,-,0,TRUE,TRUE,1.987,0
M5DN Large,m5dn.large,8.0,2,0.136,0.136,0.41,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,75 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.086,0
M5DN Extra Large,m5dn.xlarge,16.0,4,0.272,0.272,0.82,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,150 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.171,0
M5DN Double Extra Large,m5dn.2xlarge,32.0,8,0.544,0.544,1.63,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,300 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.343,0
M5DN Quadruple Extra Large,m5dn.4xlarge,64.0,16,1.088,1.088,3.26,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,600 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.685,0
M5DN Eight Extra Large,m5dn.8xlarge,128.0,32,2.176,2.176,6.53,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1200 GiB NVMe SSD,25 Gigabit,6800,850,TRUE,FALSE,1.371,0
M5DN Eight Extra Large,m5dn.12xlarge,192.0,48,3.264,3.264,9.79,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1800 GiB NVMe SSD,50 Gigabit,9500,1187.5,TRUE,FALSE,2.056,0
M5DN 12xlarge,m5dn.16xlarge,256.0,64,4.352,4.352,13.06,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,2400 GiB NVMe SSD,75 Gigabit,13600,1700,TRUE,FALSE,2.742,0
M5DN 24xlarge,m5dn.24xlarge,384.0,96,6.528,6.528,19.58,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GiB NVMe SSD,100 Gigabit,19000,2375,TRUE,FALSE,4.113,0
M5N Large,m5n.large,8.0,2,0.119,0.119,0.36,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.075,0
M5N Extra Large,m5n.xlarge,16.0,4,0.238,0.238,0.71,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.15,0
M5N Double Extra Large,m5n.2xlarge,32.0,8,0.476,0.476,1.43,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.3,0
M5N Quadruple Extra Large,m5n.4xlarge,64.0,16,0.952,0.952,2.86,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.6,0
M5N Eight Extra Large,m5n.8xlarge,128.0,32,1.904,1.904,5.71,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,6800,850,TRUE,FALSE,1.2,0
M5N 12xlarge,m5n.12xlarge,192.0,48,2.856,2.856,8.57,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,50 Gigabit,9500,1187.5,TRUE,FALSE,1.799,0
M5N 16xlarge,m5n.16xlarge,256.0,64,3.808,3.808,11.42,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,75 Gigabit,13600,1700,TRUE,FALSE,2.399,0
M5N 24xlarge,m5n.24xlarge,384.0,96,5.712,5.712,17.14,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,100 Gigabit,19000,2375,TRUE,FALSE,3.599,0
M5ZN Large,m5zn.large,8.0,2,0.165,0.165,0.50,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,3170,396.25,TRUE,TRUE,0.104,0
M5ZN Extra Large,m5zn.xlarge,16.0,4,0.33,0.33,1.00,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,3170,396.25,TRUE,TRUE,0.208,0
M5ZN Double Extra Large,m5zn.2xlarge,32.0,8,0.66,0.66,2.00,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,3170,396.25,TRUE,TRUE,0.416,0
M5ZN 3xlarge,m5zn.3xlarge,48.0,12,0.991,0.991,3.00,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.624,0
M5ZN 6xlarge,m5zn.6xlarge,96.0,24,1.982,1.982,6.00,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,50 Gigabit,9500,1187.5,TRUE,TRUE,1.248,0
M5ZN 12xlarge,m5zn.12xlarge,192.0,48,3.964,3.964,12.00,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,100 Gigabit,19000,2375,TRUE,TRUE,2.497,0
P3DN 24xlarge,p3dn.24xlarge,768.0,96,31.212,31.212,42.33,8,NVIDIA Tesla V100,256,Intel Xeon Platinum 8175 (Skylake),2.5,1800 GiB NVMe SSD,100 Gigabit,19000,2375,TRUE,TRUE,19.215,0
R5DN Large,r5dn.large,16.0,2,0.167,0.167,0.52,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,75 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.105,0
R5DN Extra Large,r5dn.xlarge,32.0,4,0.334,0.334,1.04,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,150 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.21,0
R5DN Double Extra Large,r5dn.2xlarge,64.0,8,0.668,0.668,2.09,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,300 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.421,0
R5DN Quadruple Extra Large,r5dn.4xlarge,128.0,16,1.336,1.336,4.18,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,600 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.842,0
R5DN Eight Extra Large,r5dn.8xlarge,256.0,32,2.672,2.672,8.35,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1200 GiB NVMe SSD,25 Gigabit,6800,850,TRUE,FALSE,1.683,0
R5DN 12xlarge,r5dn.12xlarge,384.0,48,4.008,4.008,12.53,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1800 GiB NVMe SSD,50 Gigabit,9500,1187.5,TRUE,FALSE,2.525,0
R5DN 16xlarge,r5dn.16xlarge,512.0,64,5.344,5.344,16.70,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,2400 GiB NVMe SSD,75 Gigabit,13600,1700,TRUE,FALSE,3.367,0
R5DN 24xlarge,r5dn.24xlarge,768.0,96,8.016,8.016,25.06,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GiB NVMe SSD,100 Gigabit,19000,2375,TRUE,FALSE,5.05,0
R5N Large,r5n.large,16.0,2,0.149,0.149,0.45,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.094,0
R5N Extra Large,r5n.xlarge,32.0,4,0.298,0.298,0.90,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.188,0
R5N Double Extra Large,r5n.2xlarge,64.0,8,0.596,0.596,1.80,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.375,0
R5N Quadruple Extra Large,r5n.4xlarge,128.0,16,1.192,1.192,3.60,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.751,0
R5N Eight Extra Large,r5n.8xlarge,256.0,32,2.384,2.384,7.20,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,6800,850,TRUE,FALSE,1.502,0
R5N 12xlarge,r5n.12xlarge,384.0,48,3.576,3.576,10.80,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,50 Gigabit,9800,1187.5,TRUE,FALSE,2.253,0
R5N 16xlarge,r5n.16xlarge,512.0,64,4.768,4.768,14.40,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,75 Gigabit,13600,1700,TRUE,FALSE,3.004,0
R5N 24xlarge,r5n.24xlarge,768.0,96,7.152,7.152,21.60,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,100 Gigabit,19000,2375,TRUE,FALSE,4.506,0
R6GD Extra Large,r6gd.xlarge,32.0,4,0.23,0.23,1.00,0,None,0,AWS Graviton2 Processor,2.5,237 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.1452,0
R6GD Large,r6gd.large,16.0,2,0.12,0.12,0.50,0,None,0,AWS Graviton2 Processor,2.5,118 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.0726,0
R6GD Double Extra Large,r6gd.2xlarge,64.0,8,0.46,0.46,2.00,0,None,0,AWS Graviton2 Processor,2.5,474 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.2903,0
R6GD Quadruple Extra Large,r6gd.4xlarge,128.0,16,0.92,0.92,4.00,0,None,0,AWS Graviton2 Processor,2.5,950 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.5806,0
R6GD Eight Extra Large,r6gd.8xlarge,256.0,32,1.84,1.84,8.00,0,None,0,AWS Graviton2 Processor,2.5,1900 GiB NVMe SSD,12 Gigabit,9500,1187.5,TRUE,TRUE,1.1612,0
R6GD 12xlarge,r6gd.12xlarge,384.0,48,2.76,2.76,12.00,0,None,0,AWS Graviton2 Processor,2.5,2850 GiB (2 * 1425 GiB NVMe SSD),20 Gigabit,14250,1781.25,TRUE,TRUE,1.7418,0
R6GD 16xlarge,r6gd.16xlarge,512.0,64,3.69,3.69,16.00,0,None,0,AWS Graviton2 Processor,2.5,3800 GiB (2 * 1900 GiB NVMe SSD),25 Gigabit,19000,2375,TRUE,TRUE,2.3224,0
R6G Large,r6g.large,16.0,2,0.1,0.1,0.50,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.0635,0
R6G Extra Large,r6g.xlarge,32.0,4,0.2,0.2,1.00,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.127,0
R6G Double Extra Large,r6g.2xlarge,64.0,8,0.4,0.4,2.00,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.254,0
R6G Quadruple Extra Large,r6g.4xlarge,128.0,16,0.81,0.81,4.00,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.508,0
R6G Eight Extra Large,r6g.8xlarge,256.0,32,1.61,1.61,8.00,0,None,0,AWS Graviton2 Processor,2.5,EBS only,12 Gigabit,9500,1187.5,TRUE,TRUE,1.0161,0
R6G 12xlarge,r6g.12xlarge,384.0,48,2.42,2.42,12.00,0,None,0,AWS Graviton2 Processor,2.5,EBS only,20 Gigabit,14250,1781.25,TRUE,TRUE,1.5241,0
R6G 16xlarge,r6g.16xlarge,512.0,64,3.23,3.23,16.00,0,None,0,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,19000,2375,TRUE,TRUE,2.0321,0
C6GD Extra Large,c6gd.xlarge,8.0,4,0.15,0.15,0.77,0,None,0,AWS Graviton2 Processor,2.5,237 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.0968,0
C6GD Double Extra Large,c6gd.2xlarge,16.0,8,0.31,0.31,1.54,0,None,0,AWS Graviton2 Processor,2.5,474 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.1935,0
C6GD Quadruple Extra Large,c6gd.4xlarge,32.0,16,0.61,0.61,3.08,0,None,0,AWS Graviton2 Processor,2.5,950 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.3871,0
C6GD Eight Extra Large,c6gd.8xlarge,64.0,32,1.23,1.23,6.16,0,None,0,AWS Graviton2 Processor,2.5,1900 GiB NVMe SSD,12 Gigabit,9500,1187.5,TRUE,TRUE,0.7741,0
C6GD 12xlarge,c6gd.12xlarge,96.0,48,1.84,1.84,9.24,0,None,0,AWS Graviton2 Processor,2.5,2850 GiB (2 * 1425 GiB NVMe SSD),20 Gigabit,14250,1781.25,TRUE,TRUE,1.1612,0
C6GD 16xlarge,c6gd.16xlarge,128.0,64,2.46,2.46,12.32,0,None,0,AWS Graviton2 Processor,2.5,3800 GiB (2 * 1900 GiB NVMe SSD),25 Gigabit,19000,2375,TRUE,TRUE,1.5483,0
C6G Extra Large,c6g.xlarge,8.0,4,0.14,0.14,0.77,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.0857,0
C6G Double Extra Large,c6g.2xlarge,16.0,8,0.27,0.27,1.54,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.1714,0
C6G Quadruple Extra Large,c6g.4xlarge,32.0,16,0.54,0.54,3.08,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.3427,0
C6G Eight Extra Large,c6g.8xlarge,64.0,32,1.09,1.09,6.16,0,None,0,AWS Graviton2 Processor,2.5,EBS only,12 Gigabit,9500,1187.5,TRUE,TRUE,0.6854,0
C6G 12xlarge,c6g.12xlarge,96.0,48,1.63,1.63,9.24,0,None,0,AWS Graviton2 Processor,2.5,EBS only,20 Gigabit,14250,1781.25,TRUE,TRUE,1.0282,0
C6G 16xlarge,c6g.16xlarge,128.0,64,2.18,2.18,12.32,0,None,0,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,19000,2375,TRUE,TRUE,1.3709,0
M6GD Large,m6gd.large,8.0,2,0.09,0.09,0.39,0,None,0,AWS Graviton2 Processor,2.5,118 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.057,0
M6GD Extra Large,m6gd.xlarge,16.0,4,0.18,0.18,0.77,0,None,0,AWS Graviton2 Processor,2.5,237 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.1139,0
M6GD Double Extra Large,m6gd.2xlarge,32.0,8,0.36,0.36,1.54,0,None,0,AWS Graviton2 Processor,2.5,474 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.2278,0
M6GD Quadruple Extra Large,m6gd.4xlarge,64.0,16,0.72,0.72,3.07,0,None,0,AWS Graviton2 Processor,2.5,950 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.4556,0
M6GD Eight Extra Large,m6gd.8xlarge,128.0,32,1.45,1.45,6.13,0,None,0,AWS Graviton2 Processor,2.5,1900 GiB NVMe SSD,12 Gigabit,9500,1187.5,TRUE,TRUE,0.9112,0
M6GD 12xlarge,m6gd.12xlarge,192.0,48,2.17,2.17,9.21,0,None,0,AWS Graviton2 Processor,2.5,2850 GiB (2 * 1425 GiB NVMe SSD),20 Gigabit,14250,1781.25,TRUE,TRUE,1.3668,0
M6GD 16xlarge,m6gd.16xlarge,256.0,64,2.89,2.89,12.28,0,None,0,AWS Graviton2 Processor,2.5,3800 GiB (2 * 1900 GiB NVMe SSD),25 Gigabit,19000,2375,TRUE,TRUE,1.8225,0
M6G Large,m6g.large,8.0,2,0.08,0.08,0.39,0,None,0,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.0483,0
M6G Extra Large,m6g.xlarge,16.0,4,0.15,0.15,0.77,0,None,0,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.0966,0
M6G Double Extra Large,m6g.2xlarge,32.0,8,0.31,0.31,1.54,0,None,0,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.1932,0
M6G Quadruple Extra Large,m6g.4xlarge,64.0,16,0.62,0.62,3.07,0,None,0,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,4750,593.75,TRUE,TRUE,0.3864,0
M6G Eight Extra Large,m6g.8xlarge,128.0,32,1.23,1.23,6.13,0,None,0,AWS Graviton2 Processor,0,EBS only,12 Gigabit,9500,1187.5,TRUE,TRUE,0.7728,0
M6G 12xlarge,m6g.12xlarge,192.0,48,1.85,1.85,9.21,0,None,0,AWS Graviton2 Processor,0,EBS only,20 Gigabit,14250,1781.25,TRUE,TRUE,1.1592,0
M6G 16xlarge,m6g.16xlarge,256.0,64,2.46,2.46,12.28,0,None,0,AWS Graviton2 Processor,0,EBS only,25 Gigabit,19000,2375,TRUE,TRUE,1.5456,0
I4I Large,i4i.large,16.0,2,0.17,0.17,0.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,468 GiB NVMe SSD,Up to 10 Gigabit,10000,1250,TRUE,TRUE,0.111,0
I4I Extra Large,i4i.xlarge,32.0,4,0.34,0.34,1.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,937 GiB NVMe SSD,Up to 10 Gigabit,10000,1250,TRUE,TRUE,0.223,0
I4I Double Extra Large,i4i.2xlarge,64.0,8,0.69,0.69,2.75,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1875 GiB NVMe SSD,Up to 12 Gigabit,10000,1250,TRUE,TRUE,0.445,0
I4I Quadruple Extra Large,i4i.4xlarge,128.0,16,1.37,1.37,5.50,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3750 GiB NVMe SSD,Up to 25 Gigabit,10000,1250,TRUE,TRUE,0.891,0
I4I Eight Extra Large,i4i.8xlarge,256.0,32,2.75,2.75,11.00,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7500 GiB (2 * 3750 GiB NVMe SSD),18.75 Gigabit,10000,1250,TRUE,TRUE,1.782,0
I4I 16xlarge,i4i.16xlarge,512.0,64,5.49,5.49,22.00,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,15000 GiB (4 * 3750 GiB NVMe SSD),37.5 Gigabit,20000,2500,TRUE,TRUE,3.563,0
I4I 32xlarge,i4i.32xlarge,1024.0,128,10.98,10.98,44.00,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,30000 GiB (8 * 3750 GiB NVMe SSD),75 Gigabit,40000,5000,TRUE,TRUE,7.12656,0
M5DN Metal,m5dn.metal,384.0,96,6.528,6.528,19.58,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GB (4 * 900 GB NVMe SSD),100 Gigabit,19000,2375,TRUE,FALSE,4.113,0
G4DN Metal,g4dn.metal,384.0,96,7.824,7.824,17.12,8,NVIDIA T4 Tensor Core,128,Intel Xeon Family,2.5,1800 GB(2 * 900 GB NVMe SSD),100 Gigabit,19000,2375,TRUE,TRUE,4.929,0
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,64.0,16,1.624,1.624,2.20,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,600 GB NVMe SSD,Up to 25 Gigabit,4750,593.75,TRUE,TRUE,0,0
R5N Metal,r5n.metal,768.0,96,7.152,7.152,21.60,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,100 Gigabit,19000,2375,TRUE,FALSE,4.506,0
G5 Graphics and Machine Learning GPU 12xlarge,g5.12xlarge,192.0,48,5.672,5.672,7.69,4,NVIDIA A10G,96,AMD EPYC 7R32,2.8,3800 GB NVMe SSD,40 Gigabit,16000,2000,TRUE,TRUE,0,0
G4AD 16xlarge,g4ad.16xlarge,256.0,64,3.468,3.468,8.21,4,AMD Radeon Pro V520,32,AMD EPYC 7R32,2.8,2400 GB(2 * 1200 GB NVMe SSD),25 Gigabit,6300,787.5,TRUE,TRUE,2.1848,0
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,128.0,32,2.448,2.448,3.32,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,900 GB NVMe SSD,25 Gigabit,16000,2000,TRUE,TRUE,0,0
G4AD Quadruple Extra Large,g4ad.4xlarge,64.0,16,0.867,0.867,2.05,1,AMD Radeon Pro V520,8,AMD EPYC 7R32,2.8,600 GB NVMe SSD,Up to 10 Gigabit,3170,396.25,TRUE,TRUE,0.5462,0
D3 Eight Extra Large,d3.8xlarge,256.0,32,3.9955,3.9955,12.80,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,47520 GB(24 * 1980 GB HDD),25 Gigabit,5000,625,TRUE,TRUE,2.5172,0
G5 Graphics and Machine Learning GPU Double Extra Large,g5.2xlarge,32.0,8,1.212,1.212,1.64,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,450 GB NVMe SSD,Up to 10 Gigabit,3500,437.5,TRUE,TRUE,0,0
R5DN Metal,r5dn.metal,768.0,96,8.016,8.016,25.06,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GB(4 * 900 GB NVMe SSD),100 Gigabit,19000,2375,TRUE,FALSE,5.05,0
G4AD Eight Extra Large,g4ad.8xlarge,128.0,32,1.734,1.734,4.10,2,AMD Radeon Pro V520,16,AMD EPYC 7R32,2.8,1200 GB NVMe SSD,15 Gigabit,3170,396.25,TRUE,TRUE,1.0924,0
