organization_id	spark_context_id	executor_id	cluster_id	executor_info	removed_reason	executor_alivetime	unixTimeMS	timestamp	date	event_log_start	event_log_end
2222170229861029	5422391568743946332	0	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:47467/logPage/?appId=app-20210303202945-0000&executorId=0&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:47467/logPage/?appId=app-20210303202945-0000&executorId=0&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1614803390269,""AddedTS"":""2021-03-03T20:29:50.000Z"",""RemovedEpochMS"":1614805734574,""RemovedTS"":""2021-03-03T21:08:54.000Z"",""uptimeMS"":2344305,""uptimeS"":2344.305,""uptimeM"":39.071749999999994,""uptimeH"":0.6511958333333332}"	1614803390269	2021-03-03T20:29:50.000Z	2021-03-03	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9/5422391568743946332/eventlog-2021-03-03--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9""}"	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9/5422391568743946332/eventlog"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9""}"
2222170229861029	5422391568743946332	5	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:42566/logPage/?appId=app-20210303202945-0000&executorId=5&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:42566/logPage/?appId=app-20210303202945-0000&executorId=5&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1614805590887,""AddedTS"":""2021-03-03T21:06:30.000Z"",""RemovedEpochMS"":1614805884329,""RemovedTS"":""2021-03-03T21:11:24.000Z"",""uptimeMS"":293442,""uptimeS"":293.442,""uptimeM"":4.8907,""uptimeH"":0.08151166666666666}"	1614805590887	2021-03-03T21:06:30.000Z	2021-03-03	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9/5422391568743946332/eventlog"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9""}"	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9/5422391568743946332/eventlog"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9""}"
2222170229861029	8199873472677396832	3	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:47570/logPage/?appId=app-20210308184714-0000&executorId=3&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:47570/logPage/?appId=app-20210308184714-0000&executorId=3&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1615233257618,""AddedTS"":""2021-03-08T19:54:17.000Z"",""RemovedEpochMS"":1615233554260,""RemovedTS"":""2021-03-08T19:59:14.000Z"",""uptimeMS"":296642,""uptimeS"":296.642,""uptimeM"":4.9440333333333335,""uptimeH"":0.08240055555555556}"	1615233257618	2021-03-08T19:54:17.000Z	2021-03-08	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9/8199873472677396832/eventlog-2021-03-08--20-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9""}"	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9/8199873472677396832/eventlog-2021-03-08--20-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_9""}"
2222170229861029	5437530891449373366	5	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:48990/logPage/?appId=app-20210218151413-0000&executorId=5&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:48990/logPage/?appId=app-20210218151413-0000&executorId=5&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1613669926302,""AddedTS"":""2021-02-18T17:38:46.000Z"",""RemovedEpochMS"":1613670217241,""RemovedTS"":""2021-02-18T17:43:37.000Z"",""uptimeMS"":290939,""uptimeS"":290.939,""uptimeM"":4.848983333333334,""uptimeH"":0.0808163888888889}"	1613669926302	2021-02-18T17:38:46.000Z	2021-02-18	"{""filename"":""dbfs:/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/5437530891449373366/eventlog"",""byCluster"":""dbfs:/cluster-logs/0120-192629-blent624"",""byDriverHost"":""dbfs:/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6"",""bySparkContext"":""dbfs:/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/5437530891449373366""}"	"{""filename"":""dbfs:/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/5437530891449373366/eventlog"",""byCluster"":""dbfs:/cluster-logs/0120-192629-blent624"",""byDriverHost"":""dbfs:/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6"",""bySparkContext"":""dbfs:/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/5437530891449373366""}"
2222170229861029	3104711434694248694	3	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:40441/logPage/?appId=app-20210304193723-0000&executorId=3&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:40441/logPage/?appId=app-20210304193723-0000&executorId=3&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1614889614179,""AddedTS"":""2021-03-04T20:26:54.000Z"",""RemovedEpochMS"":1614891199366,""RemovedTS"":""2021-03-04T20:53:19.000Z"",""uptimeMS"":1585187,""uptimeS"":1585.187,""uptimeM"":26.41978333333333,""uptimeH"":0.44032972222222216}"	1614889614179	2021-03-04T20:26:54.000Z	2021-03-04	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/3104711434694248694/eventlog-2021-03-04--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6""}"	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/3104711434694248694/eventlog-2021-03-04--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6""}"
2222170229861029	3104711434694248694	4	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:42614/logPage/?appId=app-20210304193723-0000&executorId=4&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:42614/logPage/?appId=app-20210304193723-0000&executorId=4&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1614889614697,""AddedTS"":""2021-03-04T20:26:54.000Z"",""RemovedEpochMS"":1614891199366,""RemovedTS"":""2021-03-04T20:53:19.000Z"",""uptimeMS"":1584669,""uptimeS"":1584.669,""uptimeM"":26.411150000000003,""uptimeH"":0.4401858333333334}"	1614889614697	2021-03-04T20:26:54.000Z	2021-03-04	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/3104711434694248694/eventlog-2021-03-04--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6""}"	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/3104711434694248694/eventlog-2021-03-04--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6""}"
2222170229861029	3104711434694248694	5	0120-192629-blent624	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:40560/logPage/?appId=app-20210304193723-0000&executorId=5&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:40560/logPage/?appId=app-20210304193723-0000&executorId=5&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1614889616115,""AddedTS"":""2021-03-04T20:26:56.000Z"",""RemovedEpochMS"":1614889909258,""RemovedTS"":""2021-03-04T20:31:49.000Z"",""uptimeMS"":293143,""uptimeS"":293.143,""uptimeM"":4.885716666666666,""uptimeH"":0.0814286111111111}"	1614889616115	2021-03-04T20:26:56.000Z	2021-03-04	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/3104711434694248694/eventlog-2021-03-04--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6""}"	"{""filename"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6/3104711434694248694/eventlog-2021-03-04--21-00.gz"",""byCluster"":""dbfs:/mnt/cluster-logs"",""byDriverHost"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog"",""bySparkContext"":""dbfs:/mnt/cluster-logs/0120-192629-blent624/eventlog/0120-192629-blent624_10_139_64_6""}"
2222170229861029	8660954227606346358	2	0106-172644-cawed675	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:42547/logPage/?appId=app-20210106173030-0000&executorId=2&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:42547/logPage/?appId=app-20210106173030-0000&executorId=2&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1609954780685,""AddedTS"":""2021-01-06T17:39:40.000Z"",""RemovedEpochMS"":1609955050215,""RemovedTS"":""2021-01-06T17:44:10.000Z"",""uptimeMS"":269530,""uptimeS"":269.53,""uptimeM"":4.492166666666666,""uptimeH"":0.07486944444444443}"	1609954780685	2021-01-06T17:39:40.000Z	2021-01-06	"{""filename"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358/eventlog"",""byCluster"":""dbfs:/cluster-logs/0106-172644-cawed675"",""byDriverHost"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8"",""bySparkContext"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358""}"	"{""filename"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358/eventlog"",""byCluster"":""dbfs:/cluster-logs/0106-172644-cawed675"",""byDriverHost"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8"",""bySparkContext"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358""}"
2222170229861029	8660954227606346358	1	0106-172644-cawed675	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:42520/logPage/?appId=app-20210106173030-0000&executorId=1&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:42520/logPage/?appId=app-20210106173030-0000&executorId=1&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1609954605664,""AddedTS"":""2021-01-06T17:36:45.000Z"",""RemovedEpochMS"":1609954815218,""RemovedTS"":""2021-01-06T17:40:15.000Z"",""uptimeMS"":209554,""uptimeS"":209.554,""uptimeM"":3.492566666666667,""uptimeH"":0.058209444444444446}"	1609954605664	2021-01-06T17:36:45.000Z	2021-01-06	"{""filename"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358/eventlog"",""byCluster"":""dbfs:/cluster-logs/0106-172644-cawed675"",""byDriverHost"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8"",""bySparkContext"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358""}"	"{""filename"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358/eventlog"",""byCluster"":""dbfs:/cluster-logs/0106-172644-cawed675"",""byDriverHost"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8"",""bySparkContext"":""dbfs:/cluster-logs/0106-172644-cawed675/eventlog/0106-172644-cawed675_10_139_64_8/8660954227606346358""}"
2222170229861029	7844300551325997783	1	1112-110804-soils854	"{""LogUrls"":{""stderr"":""http://0.0.0.0_REDACTED:43563/logPage/?appId=app-20210129215241-0000&executorId=1&logType=stderr"",""stdout"":""http://0.0.0.0_REDACTED:43563/logPage/?appId=app-20210129215241-0000&executorId=1&logType=stdout""},""Host"":""0.0.0.0_REDACTED"",""TotalCores"":4}"	worker decommissioned: Worker Decommissioned	"{""AddedEpochMS"":1611961004513,""AddedTS"":""2021-01-29T22:56:44.000Z"",""RemovedEpochMS"":1611962231988,""RemovedTS"":""2021-01-29T23:17:11.000Z"",""uptimeMS"":1227475,""uptimeS"":1227.475,""uptimeM"":20.457916666666666,""uptimeH"":0.34096527777777774}"	1611961004513	2021-01-29T22:56:44.000Z	2021-01-29	"{""filename"":""dbfs:/cluster-logs/1112-110804-soils854/eventlog/1112-110804-soils854_10_139_64_6/7844300551325997783/eventlog-2021-01-29--23-00.gz"",""byCluster"":""dbfs:/cluster-logs/1112-110804-soils854"",""byDriverHost"":""dbfs:/cluster-logs/1112-110804-soils854/eventlog/1112-110804-soils854_10_139_64_6"",""bySparkContext"":""dbfs:/cluster-logs/1112-110804-soils854/eventlog/1112-110804-soils854_10_139_64_6/7844300551325997783""}"	"{""filename"":""dbfs:/cluster-logs/1112-110804-soils854/eventlog/1112-110804-soils854_10_139_64_6/7844300551325997783/eventlog"",""byCluster"":""dbfs:/cluster-logs/1112-110804-soils854"",""byDriverHost"":""dbfs:/cluster-logs/1112-110804-soils854/eventlog/1112-110804-soils854_10_139_64_6"",""bySparkContext"":""dbfs:/cluster-logs/1112-110804-soils854/eventlog/1112-110804-soils854_10_139_64_6/7844300551325997783""}"
